sample_id	Species	ST	sample_accession
DRR125015	Klebsiella pneumoniae	ST147	SAMD00112534
DRR125016	Klebsiella pneumoniae	ST15	SAMD00112535
DRR125017	Klebsiella pneumoniae	ST15	SAMD00112536
DRR125018	Klebsiella pneumoniae	ST147	SAMD00112537
DRR125019	Klebsiella pneumoniae	ST147	SAMD00112538
DRR125020	Klebsiella pneumoniae	ST15	SAMD00112539
DRR125021	Klebsiella pneumoniae	ST656	SAMD00112540
DRR125022	Klebsiella pneumoniae	ST11	SAMD00112541
DRR125025	Klebsiella pneumoniae	ST11	SAMD00112544
DRR125026	Klebsiella pneumoniae	ST147-1LV	SAMD00112545
DRR125027	Klebsiella pneumoniae	ST15	SAMD00112546
DRR125028	Klebsiella pneumoniae	ST656	SAMD00112547
DRR125030	Klebsiella pneumoniae	ST147	SAMD00112549
DRR125031	Klebsiella pneumoniae	ST15	SAMD00112550
DRR125032	Klebsiella pneumoniae	ST15	SAMD00112551
DRR125033	Klebsiella pneumoniae	ST656	SAMD00112552
DRR125037	Klebsiella pneumoniae	ST15	SAMD00112556
DRR125038	Klebsiella pneumoniae	ST15	SAMD00112557
DRR125039	Klebsiella pneumoniae	ST11	SAMD00112558
DRR125040	Klebsiella pneumoniae	ST147	SAMD00112559
DRR125045	Klebsiella pneumoniae	ST11	SAMD00112564
DRR125046	Klebsiella pneumoniae	ST307	SAMD00112565
DRR125047	Klebsiella pneumoniae	ST48	SAMD00112566
DRR125048	Klebsiella pneumoniae	ST15	SAMD00112567
DRR125049	Klebsiella pneumoniae	ST17	SAMD00112568
DRR125050	Klebsiella pneumoniae	ST48-1LV	SAMD00112569
DRR125051	Klebsiella pneumoniae	ST15	SAMD00112570
DRR125052	Klebsiella pneumoniae	ST15	SAMD00112571
DRR125053	Klebsiella pneumoniae	ST147	SAMD00112572
DRR125054	Klebsiella pneumoniae	ST11	SAMD00112573
DRR125055	Klebsiella pneumoniae	ST48-1LV	SAMD00112574
DRR125056	Klebsiella pneumoniae	ST147	SAMD00112575
DRR125057	Klebsiella pneumoniae	ST15	SAMD00112576
DRR125059	Klebsiella pneumoniae		SAMD00112578
DRR125060	Klebsiella pneumoniae	ST307	SAMD00112579
DRR125061	Klebsiella pneumoniae	ST15-1LV	SAMD00112580
DRR125062	Klebsiella pneumoniae	ST307	SAMD00112581
DRR125063	Klebsiella pneumoniae	ST15-1LV	SAMD00112582
DRR125064	Klebsiella pneumoniae	0	SAMD00112583
DRR125065	Klebsiella pneumoniae		SAMD00112584
DRR125066	Klebsiella pneumoniae	ST48	SAMD00112585
DRR125067	Klebsiella pneumoniae	ST147	SAMD00112597
DRR125668	Klebsiella pneumoniae	ST375	SAMD00113231
DRR128837	Klebsiella pneumoniae	ST11	SAMD00116246
DRR138480	Klebsiella pneumoniae	ST709	SAMD00127160
DRR140897	Klebsiella pneumoniae	ST101	SAMD00129392
DRR140900	Klebsiella pneumoniae	ST101	SAMD00129395
DRR140903	Klebsiella pneumoniae	ST147	SAMD00129398
DRR148479	Klebsiella pneumoniae		SAMD00135336
DRR148480	Klebsiella pneumoniae	ST307	SAMD00135337
DRR148482	Klebsiella pneumoniae	ST307	SAMD00135339
DRR148483	Klebsiella pneumoniae	ST273	SAMD00135340
DRR148484	Klebsiella pneumoniae	ST1473	SAMD00135341
DRR150010	Klebsiella pneumoniae	ST16	SAMD00137678
DRR150298	Klebsiella pneumoniae	ST11	SAMD00137753
DRR150299	Klebsiella pneumoniae	ST11	SAMD00137754
DRR150302	Klebsiella pneumoniae	ST16	SAMD00137757
DRR150304	Klebsiella pneumoniae	ST16	SAMD00137759
DRR150305	Klebsiella pneumoniae	ST16	SAMD00137760
DRR150306	Klebsiella pneumoniae	ST16	SAMD00137761
DRR150308	Klebsiella pneumoniae	ST101	SAMD00137763
DRR150309	Klebsiella pneumoniae	ST11	SAMD00137764
DRR150310	Klebsiella pneumoniae	ST11	SAMD00137765
DRR150314	Klebsiella pneumoniae	ST16	SAMD00137769
DRR150316	Klebsiella pneumoniae	ST147	SAMD00137771
DRR150317	Klebsiella pneumoniae	ST147	SAMD00137772
DRR150319	Klebsiella pneumoniae	ST147	SAMD00137774
DRR150320	Klebsiella pneumoniae	ST101	SAMD00137775
DRR150321	Klebsiella pneumoniae	ST147	SAMD00137776
DRR150322	Klebsiella pneumoniae	ST101	SAMD00137777
DRR150323	Klebsiella pneumoniae	ST147	SAMD00137778
DRR150324	Klebsiella pneumoniae	ST477	SAMD00137779
DRR150325	Klebsiella pneumoniae	ST477	SAMD00137780
DRR150326	Klebsiella pneumoniae	ST11	SAMD00137781
DRR150328	Klebsiella pneumoniae	ST11	SAMD00137783
DRR150329	Klebsiella pneumoniae	ST101	SAMD00137784
DRR150330	Klebsiella pneumoniae	ST101	SAMD00137785
DRR150332	Klebsiella pneumoniae	ST277	SAMD00137787
DRR150333	Klebsiella pneumoniae	ST15	SAMD00137788
DRR150334	Klebsiella pneumoniae	ST15	SAMD00137789
DRR150335	Klebsiella pneumoniae	ST2133	SAMD00137790
DRR150336	Klebsiella pneumoniae	ST221	SAMD00137791
DRR150337	Klebsiella pneumoniae	ST101	SAMD00137792
DRR150338	Klebsiella pneumoniae	ST221	SAMD00137793
DRR150339	Klebsiella pneumoniae	ST2133	SAMD00137794
DRR150340	Klebsiella pneumoniae	ST336	SAMD00137795
DRR150341	Klebsiella pneumoniae	ST15	SAMD00137796
DRR150342	Klebsiella pneumoniae	ST336	SAMD00137797
DRR150343	Klebsiella pneumoniae	ST336	SAMD00137798
DRR150344	Klebsiella pneumoniae	ST336	SAMD00137799
DRR150345	Klebsiella pneumoniae	ST16	SAMD00137800
DRR150346	Klebsiella pneumoniae	ST336	SAMD00137801
DRR150347	Klebsiella pneumoniae	ST336	SAMD00137802
DRR150348	Klebsiella pneumoniae	ST336	SAMD00137803
DRR150350	Klebsiella pneumoniae	ST336	SAMD00137805
DRR150351	Klebsiella pneumoniae	ST16	SAMD00137806
DRR150353	Klebsiella pneumoniae	ST16	SAMD00137808
DRR150354	Klebsiella pneumoniae	ST16	SAMD00137809
DRR150355	Klebsiella pneumoniae	ST16	SAMD00137810
DRR150356	Klebsiella pneumoniae	ST16	SAMD00137811
DRR150357	Klebsiella pneumoniae	ST16	SAMD00137812
DRR150358	Klebsiella pneumoniae	ST16	SAMD00137813
DRR150361	Klebsiella pneumoniae	ST16	SAMD00137816
DRR150362	Klebsiella pneumoniae	ST16	SAMD00137817
DRR150364	Klebsiella pneumoniae	ST16	SAMD00137819
DRR150367	Klebsiella pneumoniae	ST16	SAMD00137822
DRR150368	Klebsiella pneumoniae	ST16	SAMD00137823
DRR150369	Klebsiella pneumoniae	ST16	SAMD00137824
DRR150370	Klebsiella pneumoniae	ST16	SAMD00137825
DRR150371	Klebsiella pneumoniae	ST16	SAMD00137826
DRR150373	Klebsiella pneumoniae	ST16	SAMD00137828
DRR150374	Klebsiella pneumoniae	ST231	SAMD00137829
DRR150375	Klebsiella pneumoniae	ST16	SAMD00137830
DRR150376	Klebsiella pneumoniae	ST16	SAMD00137831
DRR150377	Klebsiella pneumoniae	ST16	SAMD00137832
DRR150378	Klebsiella pneumoniae	ST16	SAMD00137833
DRR150379	Klebsiella pneumoniae	ST16	SAMD00137834
DRR150380	Klebsiella pneumoniae	ST16	SAMD00137835
DRR150381	Klebsiella pneumoniae	ST16	SAMD00137836
DRR150382	Klebsiella pneumoniae	ST101	SAMD00137837
DRR150384	Klebsiella pneumoniae	ST16	SAMD00137839
DRR150385	Klebsiella pneumoniae	ST101	SAMD00137840
DRR150386	Klebsiella pneumoniae	ST101	SAMD00137841
DRR150387	Klebsiella pneumoniae	ST16	SAMD00137842
DRR150389	Klebsiella pneumoniae	ST16	SAMD00137844
DRR150390	Klebsiella pneumoniae	ST16	SAMD00137845
DRR150391	Klebsiella pneumoniae	ST11	SAMD00137846
DRR150392	Klebsiella pneumoniae	ST16	SAMD00137847
DRR150393	Klebsiella pneumoniae	ST16	SAMD00137848
DRR150394	Klebsiella pneumoniae	ST16	SAMD00137849
DRR150395	Klebsiella pneumoniae	ST16	SAMD00137850
DRR150396	Klebsiella pneumoniae	ST231	SAMD00137851
DRR150402	Klebsiella pneumoniae	ST14	SAMD00137857
DRR150404	Klebsiella pneumoniae	ST48	SAMD00137859
DRR150405	Klebsiella pneumoniae	ST48	SAMD00137860
DRR150408	Klebsiella pneumoniae	ST336	SAMD00137863
DRR150413	Klebsiella pneumoniae	ST273	SAMD00137868
DRR150424	Klebsiella pneumoniae	ST231	SAMD00137879
DRR150425	Klebsiella pneumoniae	ST340	SAMD00137880
DRR150426	Klebsiella pneumoniae	ST147	SAMD00137881
DRR150427	Klebsiella pneumoniae	ST11	SAMD00137882
DRR150429	Klebsiella pneumoniae	ST11	SAMD00137884
DRR150430	Klebsiella pneumoniae	ST147	SAMD00137885
DRR150431	Klebsiella pneumoniae	ST340	SAMD00137886
DRR150432	Klebsiella pneumoniae	ST11	SAMD00137887
DRR150433	Klebsiella pneumoniae	ST340	SAMD00137888
DRR150434	Klebsiella pneumoniae	ST340	SAMD00137889
DRR150435	Klebsiella pneumoniae	ST147	SAMD00137890
DRR150436	Klebsiella pneumoniae	ST340	SAMD00137891
DRR150437	Klebsiella pneumoniae	ST340	SAMD00137892
DRR150438	Klebsiella pneumoniae	ST340	SAMD00137893
DRR150439	Klebsiella pneumoniae	ST340	SAMD00137894
DRR150440	Klebsiella pneumoniae	ST340	SAMD00137895
DRR150441	Klebsiella pneumoniae	ST147	SAMD00137896
DRR150442	Klebsiella pneumoniae	ST11	SAMD00137897
DRR150443	Klebsiella pneumoniae	ST336	SAMD00137898
DRR150444	Klebsiella pneumoniae	ST11	SAMD00137899
DRR150445	Klebsiella pneumoniae	ST340	SAMD00137900
DRR150446	Klebsiella pneumoniae	ST340	SAMD00137901
DRR150448	Klebsiella pneumoniae	ST340	SAMD00137903
DRR150449	Klebsiella pneumoniae	ST340	SAMD00137904
DRR150450	Klebsiella pneumoniae	ST340	SAMD00137905
DRR150452	Klebsiella pneumoniae	ST16	SAMD00137907
DRR150453	Klebsiella pneumoniae	ST340	SAMD00137908
DRR150454	Klebsiella pneumoniae	ST340	SAMD00137909
DRR150456	Klebsiella pneumoniae	ST2673	SAMD00137911
DRR150457	Klebsiella pneumoniae	ST1318	SAMD00137912
DRR150458	Klebsiella pneumoniae	ST16	SAMD00137913
DRR150459	Klebsiella pneumoniae	ST101	SAMD00137914
DRR150461	Klebsiella pneumoniae	ST656	SAMD00137916
DRR150463	Klebsiella pneumoniae	ST37	SAMD00137918
DRR150465	Klebsiella pneumoniae	ST11	SAMD00137920
DRR150467	Klebsiella pneumoniae	ST11	SAMD00137922
DRR150468	Klebsiella pneumoniae	ST147	SAMD00137923
DRR150469	Klebsiella pneumoniae	ST147	SAMD00137924
DRR150470	Klebsiella pneumoniae	ST147	SAMD00137925
DRR150472	Klebsiella pneumoniae	ST11	SAMD00137927
DRR150474	Klebsiella pneumoniae	ST11	SAMD00137929
DRR150475	Klebsiella pneumoniae	ST147	SAMD00137930
DRR150476	Klebsiella pneumoniae	ST11	SAMD00137931
DRR150477	Klebsiella pneumoniae	ST29	SAMD00137932
DRR150478	Klebsiella pneumoniae	ST3715-1LV	SAMD00137933
DRR150480	Klebsiella pneumoniae	ST11	SAMD00137935
DRR150481	Klebsiella pneumoniae	ST11	SAMD00137936
DRR150482	Klebsiella pneumoniae	ST70	SAMD00137937
DRR150483	Klebsiella pneumoniae	ST147	SAMD00137938
DRR150484	Klebsiella pneumoniae	ST147	SAMD00137939
DRR150485	Klebsiella pneumoniae	ST11	SAMD00137940
DRR150486	Klebsiella pneumoniae	ST340	SAMD00137941
DRR150487	Klebsiella pneumoniae	ST147	SAMD00137942
DRR150488	Klebsiella pneumoniae	ST147	SAMD00137943
DRR150489	Klebsiella pneumoniae	ST336	SAMD00137944
DRR150492	Klebsiella pneumoniae	ST11	SAMD00137947
DRR150493	Klebsiella pneumoniae	ST147	SAMD00137948
DRR150494	Klebsiella pneumoniae	ST11	SAMD00137949
DRR150495	Klebsiella pneumoniae	ST147	SAMD00137950
DRR150499	Klebsiella pneumoniae	ST11	SAMD00137954
DRR150500	Klebsiella pneumoniae	ST340	SAMD00137955
DRR150501	Klebsiella pneumoniae	ST11	SAMD00137956
DRR150503	Klebsiella pneumoniae	ST11	SAMD00137958
DRR150504	Klebsiella pneumoniae	ST340	SAMD00137959
DRR150505	Klebsiella pneumoniae	ST11	SAMD00137960
DRR150506	Klebsiella pneumoniae	ST147	SAMD00137961
DRR150507	Klebsiella pneumoniae	ST48	SAMD00137962
DRR150508	Klebsiella pneumoniae	ST48	SAMD00137963
DRR150509	Klebsiella pneumoniae	ST48	SAMD00137964
DRR150510	Klebsiella pneumoniae	ST340	SAMD00137965
DRR150511	Klebsiella pneumoniae	ST147	SAMD00137966
DRR150512	Klebsiella pneumoniae	ST147	SAMD00137967
DRR150513	Klebsiella pneumoniae	ST340	SAMD00137968
DRR150514	Klebsiella pneumoniae	ST11	SAMD00137969
DRR150516	Klebsiella pneumoniae	ST147	SAMD00137971
DRR150517	Klebsiella pneumoniae	ST11	SAMD00137972
DRR150525	Klebsiella pneumoniae	ST16	SAMD00137980
DRR150526	Klebsiella pneumoniae	ST2673	SAMD00137981
DRR150527	Klebsiella pneumoniae	ST16	SAMD00137982
DRR150529	Klebsiella pneumoniae	ST16	SAMD00137984
DRR150532	Klebsiella pneumoniae	ST3383-1LV	SAMD00137987
DRR150541	Klebsiella pneumoniae	ST336	SAMD00137996
DRR150548	Klebsiella pneumoniae	ST147	SAMD00138003
DRR150549	Klebsiella pneumoniae	ST15	SAMD00138004
DRR150555	Klebsiella pneumoniae	ST147	SAMD00138010
DRR150557	Klebsiella pneumoniae	ST340	SAMD00138012
DRR150559	Klebsiella pneumoniae	ST11	SAMD00138014
DRR150560	Klebsiella pneumoniae	ST11	SAMD00138015
DRR150562	Klebsiella pneumoniae	ST48	SAMD00138017
DRR150563	Klebsiella pneumoniae	ST147	SAMD00138018
DRR150564	Klebsiella pneumoniae	ST340	SAMD00138019
DRR150565	Klebsiella pneumoniae	ST11	SAMD00138020
DRR150566	Klebsiella pneumoniae	ST336	SAMD00138021
DRR150568	Klebsiella pneumoniae	ST11	SAMD00138023
DRR150570	Klebsiella pneumoniae	ST11	SAMD00138025
DRR150571	Klebsiella pneumoniae	ST11	SAMD00138026
DRR150573	Klebsiella pneumoniae	ST11	SAMD00138028
DRR150574	Klebsiella pneumoniae	ST11	SAMD00138029
DRR150575	Klebsiella pneumoniae	ST11	SAMD00138030
DRR150576	Klebsiella pneumoniae	ST11	SAMD00138031
DRR150578	Klebsiella pneumoniae	ST147	SAMD00138033
DRR150579	Klebsiella pneumoniae	ST11	SAMD00138034
DRR150580	Klebsiella pneumoniae	ST70	SAMD00138035
DRR150581	Klebsiella pneumoniae	ST231	SAMD00138036
DRR150584	Klebsiella pneumoniae	ST16	SAMD00138039
DRR150587	Klebsiella pneumoniae	ST231	SAMD00138042
DRR150588	Klebsiella pneumoniae	ST231	SAMD00138043
DRR150589	Klebsiella pneumoniae	ST231	SAMD00138044
DRR150590	Klebsiella pneumoniae	ST231	SAMD00138045
DRR150591	Klebsiella pneumoniae	ST11	SAMD00138046
DRR150592	Klebsiella pneumoniae	ST16	SAMD00138047
DRR150594	Klebsiella pneumoniae	ST231	SAMD00138049
DRR150595	Klebsiella pneumoniae	ST231	SAMD00138050
DRR150596	Klebsiella pneumoniae	ST231	SAMD00138051
DRR150597	Klebsiella pneumoniae	ST231	SAMD00138052
DRR150599	Klebsiella pneumoniae	ST11	SAMD00138054
DRR150601	Klebsiella pneumoniae	ST15	SAMD00138056
DRR150604	Klebsiella pneumoniae	ST336	SAMD00138059
DRR150605	Klebsiella pneumoniae	ST147	SAMD00138060
DRR150609	Klebsiella pneumoniae	ST340	SAMD00138064
DRR150610	Klebsiella pneumoniae	ST48	SAMD00138065
DRR150612	Klebsiella pneumoniae	ST16	SAMD00138067
DRR150615	Klebsiella pneumoniae	ST16	SAMD00138070
DRR150616	Klebsiella pneumoniae	ST231	SAMD00138071
DRR150617	Klebsiella pneumoniae	ST16	SAMD00138072
DRR150618	Klebsiella pneumoniae	ST147	SAMD00138073
DRR150619	Klebsiella pneumoniae	ST340	SAMD00138074
DRR150620	Klebsiella pneumoniae	ST11	SAMD00138075
DRR150621	Klebsiella pneumoniae	ST11	SAMD00138076
DRR150622	Klebsiella pneumoniae	ST340	SAMD00138077
DRR150623	Klebsiella pneumoniae	ST340	SAMD00138078
DRR150624	Klebsiella pneumoniae	ST11	SAMD00138079
DRR150626	Klebsiella pneumoniae	ST11	SAMD00138081
DRR150627	Klebsiella pneumoniae	ST340	SAMD00138082
DRR150628	Klebsiella pneumoniae	ST340	SAMD00138083
DRR150629	Klebsiella pneumoniae	ST11	SAMD00138084
DRR150631	Klebsiella pneumoniae	ST147	SAMD00138086
DRR150632	Klebsiella pneumoniae	ST11	SAMD00138087
DRR150633	Klebsiella pneumoniae	ST340	SAMD00138088
DRR150634	Klebsiella pneumoniae	ST340	SAMD00138089
DRR150635	Klebsiella pneumoniae	ST340	SAMD00138090
DRR150636	Klebsiella pneumoniae	ST340	SAMD00138091
DRR150637	Klebsiella pneumoniae	ST11	SAMD00138092
DRR150638	Klebsiella pneumoniae	ST11	SAMD00138093
DRR150639	Klebsiella pneumoniae	ST11	SAMD00138094
DRR150642	Klebsiella pneumoniae	ST147	SAMD00138097
DRR150643	Klebsiella pneumoniae	ST11	SAMD00138098
DRR150644	Klebsiella pneumoniae	ST340	SAMD00138099
DRR150645	Klebsiella pneumoniae	ST11	SAMD00138100
DRR150646	Klebsiella pneumoniae	ST16	SAMD00138101
DRR150647	Klebsiella pneumoniae	ST147	SAMD00138102
DRR150649	Klebsiella pneumoniae	ST16	SAMD00138104
DRR150650	Klebsiella pneumoniae	ST16	SAMD00138105
DRR150651	Klebsiella pneumoniae	ST16	SAMD00138106
DRR150652	Klebsiella pneumoniae	ST16	SAMD00138107
DRR150653	Klebsiella pneumoniae	ST336	SAMD00138108
DRR150654	Klebsiella pneumoniae	ST16	SAMD00138109
DRR150655	Klebsiella pneumoniae	ST16	SAMD00138110
DRR150656	Klebsiella pneumoniae	ST16	SAMD00138111
DRR150657	Klebsiella pneumoniae	ST16	SAMD00138112
DRR150658	Klebsiella pneumoniae	ST16	SAMD00138113
DRR150660	Klebsiella pneumoniae	ST1859	SAMD00138115
DRR150661	Klebsiella pneumoniae	ST340	SAMD00138116
DRR150662	Klebsiella pneumoniae	ST11	SAMD00138117
DRR150663	Klebsiella pneumoniae	ST11	SAMD00138118
DRR150664	Klebsiella pneumoniae	ST11	SAMD00138119
DRR150666	Klebsiella pneumoniae	ST147	SAMD00138121
DRR150667	Klebsiella pneumoniae	ST11	SAMD00138122
DRR150668	Klebsiella pneumoniae	ST340	SAMD00138123
DRR150669	Klebsiella pneumoniae	ST11	SAMD00138124
DRR150670	Klebsiella pneumoniae	ST147	SAMD00138125
DRR150671	Klebsiella pneumoniae	ST147	SAMD00138126
DRR150672	Klebsiella pneumoniae	ST340	SAMD00138127
DRR150673	Klebsiella pneumoniae	ST340	SAMD00138128
DRR150674	Klebsiella pneumoniae	ST11	SAMD00138129
DRR150677	Klebsiella pneumoniae	ST147	SAMD00138132
DRR150679	Klebsiella pneumoniae	ST231	SAMD00138134
DRR150681	Klebsiella pneumoniae	ST231	SAMD00138136
DRR150683	Klebsiella pneumoniae	ST231	SAMD00138138
DRR150684	Klebsiella pneumoniae	ST231	SAMD00138139
DRR150685	Klebsiella pneumoniae	ST231	SAMD00138140
DRR150686	Klebsiella pneumoniae	ST231	SAMD00138141
DRR150687	Klebsiella pneumoniae	ST231	SAMD00138142
DRR150688	Klebsiella pneumoniae	ST231	SAMD00138143
DRR150689	Klebsiella pneumoniae	ST231	SAMD00138144
DRR150690	Klebsiella pneumoniae	ST323	SAMD00138145
DRR150693	Klebsiella pneumoniae	ST231	SAMD00138148
DRR150697	Klebsiella pneumoniae	ST336	SAMD00138152
DRR150698	Klebsiella pneumoniae	ST336	SAMD00138153
DRR150699	Klebsiella pneumoniae	ST11	SAMD00138154
DRR150700	Klebsiella pneumoniae	ST11	SAMD00138155
DRR150701	Klebsiella pneumoniae	ST147-1LV	SAMD00138156
DRR150702	Klebsiella pneumoniae	ST120	SAMD00138157
DRR150705	Klebsiella pneumoniae	ST11	SAMD00138160
DRR150706	Klebsiella pneumoniae	ST336	SAMD00138161
DRR150707	Klebsiella pneumoniae	ST147	SAMD00138162
DRR150708	Klebsiella pneumoniae	ST336	SAMD00138163
DRR150712	Klebsiella pneumoniae	ST336	SAMD00138167
DRR150713	Klebsiella pneumoniae	ST1235	SAMD00138168
DRR150715	Klebsiella pneumoniae	ST1235	SAMD00138170
DRR150716	Klebsiella pneumoniae	ST48	SAMD00138171
DRR150718	Klebsiella pneumoniae	ST11	SAMD00138173
DRR150721	Klebsiella pneumoniae	ST231	SAMD00138176
DRR150723	Klebsiella pneumoniae	ST231	SAMD00138178
DRR150726	Klebsiella pneumoniae	ST231	SAMD00138181
DRR150728	Klebsiella pneumoniae	ST231	SAMD00138183
DRR150731	Klebsiella pneumoniae	ST231	SAMD00138186
DRR150732	Klebsiella pneumoniae	ST231	SAMD00138187
DRR150733	Klebsiella pneumoniae	ST15	SAMD00138188
DRR150734	Klebsiella pneumoniae	ST16	SAMD00138189
DRR150735	Klebsiella pneumoniae	ST16	SAMD00138190
DRR150736	Klebsiella pneumoniae	ST16	SAMD00138191
DRR150737	Klebsiella pneumoniae	ST16	SAMD00138192
DRR150738	Klebsiella pneumoniae	ST16	SAMD00138193
DRR150739	Klebsiella pneumoniae	ST16	SAMD00138194
DRR150740	Klebsiella pneumoniae	ST16	SAMD00138195
DRR150741	Klebsiella pneumoniae	ST336	SAMD00138196
DRR150742	Klebsiella pneumoniae	ST16	SAMD00138197
DRR150743	Klebsiella pneumoniae	ST336	SAMD00138198
DRR150744	Klebsiella pneumoniae	ST340	SAMD00138199
DRR150745	Klebsiella pneumoniae	ST340	SAMD00138200
DRR150748	Klebsiella pneumoniae	ST39-1LV	SAMD00138203
DRR150749	Klebsiella pneumoniae	ST39-1LV	SAMD00138204
DRR150750	Klebsiella pneumoniae	ST39-1LV	SAMD00138205
DRR150753	Klebsiella pneumoniae	ST11	SAMD00138208
DRR150756	Klebsiella pneumoniae	ST39-2LV	SAMD00138211
DRR150757	Klebsiella pneumoniae	ST231	SAMD00138212
DRR150761	Klebsiella pneumoniae	ST231	SAMD00138216
DRR150762	Klebsiella pneumoniae	ST15	SAMD00138217
DRR150763	Klebsiella pneumoniae	ST16	SAMD00138218
DRR150764	Klebsiella pneumoniae	ST15	SAMD00138219
DRR150765	Klebsiella pneumoniae	ST16	SAMD00138220
DRR150766	Klebsiella pneumoniae	ST638	SAMD00138221
DRR150980	Klebsiella pneumoniae	ST231	SAMD00138541
DRR150981	Klebsiella pneumoniae	ST231	SAMD00138542
DRR150982	Klebsiella pneumoniae	ST147	SAMD00138543
DRR150983	Klebsiella pneumoniae	ST11	SAMD00138544
DRR150984	Klebsiella pneumoniae	ST14	SAMD00138545
DRR150985	Klebsiella pneumoniae	ST14	SAMD00138546
DRR150986	Klebsiella pneumoniae	ST16	SAMD00138547
DRR150987	Klebsiella pneumoniae	ST336	SAMD00138548
DRR150988	Klebsiella pneumoniae	ST231	SAMD00138549
DRR150989	Klebsiella pneumoniae	ST231	SAMD00138550
DRR150990	Klebsiella pneumoniae	ST16	SAMD00138551
DRR150991	Klebsiella pneumoniae	ST231	SAMD00138552
DRR150992	Klebsiella pneumoniae	ST16	SAMD00138553
DRR150993	Klebsiella pneumoniae	ST231	SAMD00138554
DRR150994	Klebsiella pneumoniae	ST231	SAMD00138555
DRR150995	Klebsiella pneumoniae	ST16	SAMD00138556
DRR150996	Klebsiella pneumoniae	ST231	SAMD00138557
DRR150997	Klebsiella pneumoniae	ST16	SAMD00138558
DRR150998	Klebsiella pneumoniae	ST231	SAMD00138559
DRR150999	Klebsiella pneumoniae	ST340	SAMD00138560
DRR151000	Klebsiella pneumoniae	ST231	SAMD00138561
DRR151001	Klebsiella pneumoniae	ST147	SAMD00138562
DRR151002	Klebsiella pneumoniae	ST231	SAMD00138563
DRR151003	Klebsiella pneumoniae	ST231	SAMD00138564
DRR151004	Klebsiella pneumoniae	ST16	SAMD00138565
DRR151005	Klebsiella pneumoniae	ST16	SAMD00138566
DRR151006	Klebsiella pneumoniae	ST147	SAMD00138567
DRR151007	Klebsiella pneumoniae	ST14	SAMD00138568
DRR151008	Klebsiella pneumoniae	ST231	SAMD00138569
DRR151009	Klebsiella pneumoniae	ST16	SAMD00138570
DRR151010	Klebsiella pneumoniae	ST231	SAMD00138571
DRR151011	Klebsiella pneumoniae	ST16	SAMD00138572
DRR151012	Klebsiella pneumoniae	ST147	SAMD00138573
DRR151013	Klebsiella pneumoniae	ST11	SAMD00138574
DRR151014	Klebsiella pneumoniae	ST15	SAMD00138575
DRR151015	Klebsiella pneumoniae	ST147	SAMD00138576
DRR151016	Klebsiella pneumoniae	ST231	SAMD00138577
DRR151017	Klebsiella pneumoniae	ST231	SAMD00138578
DRR151018	Klebsiella pneumoniae	ST231	SAMD00138579
DRR151019	Klebsiella pneumoniae	ST16	SAMD00138580
DRR151020	Klebsiella pneumoniae	ST231	SAMD00138581
DRR151021	Klebsiella pneumoniae	ST16	SAMD00138582
DRR151022	Klebsiella pneumoniae	ST231	SAMD00138583
DRR151023	Klebsiella pneumoniae	ST16	SAMD00138584
DRR151024	Klebsiella pneumoniae	ST147	SAMD00138585
DRR157201	Klebsiella pneumoniae	ST37	SAMD00144880
DRR157202	Klebsiella pneumoniae	ST1245	SAMD00144881
DRR157309	Klebsiella pneumoniae	ST15	SAMD00146103
DRR157310	Klebsiella pneumoniae	ST15	SAMD00146104
DRR157311	Klebsiella pneumoniae	ST15	SAMD00146105
DRR157313	Klebsiella pneumoniae	ST147	SAMD00146107
DRR157315	Klebsiella pneumoniae	ST15	SAMD00146109
DRR157316	Klebsiella pneumoniae	ST11	SAMD00146110
DRR157317	Klebsiella pneumoniae	ST15	SAMD00146111
DRR157318	Klebsiella pneumoniae	ST15	SAMD00146112
DRR157319	Klebsiella pneumoniae	ST11	SAMD00146113
DRR157321	Klebsiella pneumoniae	ST16	SAMD00146115
DRR157322	Klebsiella pneumoniae	ST11	SAMD00146116
DRR157323	Klebsiella pneumoniae	ST15	SAMD00146117
DRR157324	Klebsiella pneumoniae	ST15	SAMD00146118
DRR157326	Klebsiella pneumoniae	ST16	SAMD00146120
DRR157327	Klebsiella pneumoniae	ST15	SAMD00146121
DRR157328	Klebsiella pneumoniae	ST16	SAMD00146122
DRR157329	Klebsiella pneumoniae		SAMD00146123
DRR157330	Klebsiella pneumoniae	ST15	SAMD00146124
DRR157331	Klebsiella pneumoniae	ST16	SAMD00146125
DRR157332	Klebsiella pneumoniae	ST656	SAMD00146126
DRR157333	Klebsiella pneumoniae	ST11	SAMD00146127
DRR157334	Klebsiella pneumoniae	ST15	SAMD00146128
